boxerid,eigenvecscore,boxername,alias,division,bouts,KOs,rounds,stance,debut
24464,0.010101799553058744,Cesar Figueroa,El César,featherweight,39,56%,178,orthodox,1996-10-02
46757,0.010101799553058744,Hisao Minami,NA,middleweight,45,7%,354,orthodox,1962-08-28
7690,0.010101799553058744,Arnel Barotillo,NA,featherweight,42,43%,235,orthodox,1991-05-29
873,0.010101799553058743,Arnel Arrozal,NA,flyweight,56,11%,466,southpaw,1974-06-07
108440,0.010101799553058741,Jimrex Jaca,Executioner,super lightweight,52,42%,306,southpaw,2000-06-04
14166,0.010101799553058741,Miguel Julio,Memin,super welterweight,43,74%,117,orthodox,1989-09-01
17006,0.010101799553058741,Frederic Patrac,NA,bantamweight,35,37%,184,orthodox,1998-02-28
3432,0.010101799553058741,Andrew Maynard,Boxing,light heavyweight,40,53%,238,orthodox,1989-02-24
4825,0.010101799553058741,Pastor Humberto Maurin,Vaca Mala,featherweight,61,44%,394,orthodox,1992-03-13
5369,0.010101799553058741,Alvaro Mercado,NA,flyweight,35,69%,187,NA,1986-03-20
6886,0.010101799553058741,Tsuyoshi Harada,NA,featherweight,22,50%,128,southpaw,1989-04-18
76350,0.010101799553058741,Randy Smith,Big Man,middleweight,22,27%,110,orthodox,1992-05-26
12987,0.01010179955305874,Dujuan Johnson,Mr Excitement,super lightweight,24,71%,120,orthodox,1979-06-13
1605,0.01010179955305874,Romallis Ellis,NA,super lightweight,29,59%,150,southpaw,1989-02-18
1727,0.01010179955305874,Freddie Delgado,The Rock,light heavyweight,26,77%,76,orthodox,1984-02-17
23796,0.01010179955305874,Artyom Simonyan,Art,super bantamweight,20,35%,110,orthodox,2000-11-30
7581,0.01010179955305874,Paul Lloyd,Livewire,bantamweight,27,52%,128,NA,1992-09-25
96495,0.01010179955305874,Roger Castillo,NA,super bantamweight,9,11%,78,NA,1983-08-28
10866,0.010101799553058738,Hal Carroll,TNT,light heavyweight,42,24%,336,NA,1964-02-01
19208,0.010101799553058738,Jose Joaquin Rosa Gomez,El Evangelico,welterweight,83,39%,578,orthodox,1991-06-30
341586,0.010101799553058738,Dmitry Sukhotskiy,The Hunter,light heavyweight,28,57%,171,orthodox,2005-12-01
44101,0.010101799553058738,Jerry Ngobeni,NA,super featherweight,25,44%,158,NA,1986-12-13
9499,0.010101799553058736,Sigfrido Rodriguez,NA,super lightweight,35,37%,268,NA,1969-07-24
1625,0.010101799553058734,Lorenzo Luis Garcia,NA,super lightweight,122,10%,1112,orthodox,1977-10-06
39712,0.010101799553058734,Nkosana Mgxaji,Happy Boy,lightweight,102,26%,812,NA,1969-05-10
447793,0.010101799553058734,Sharif Bogere,The Lion,lightweight,31,65%,124,orthodox,2008-04-05
5592,0.010101799553058734,Jose Rincones,NA,featherweight,24,42%,120,orthodox,1986-11-01
6575,0.010101799553058734,Billy Schwer,NA,lightweight,45,67%,279,orthodox,1990-10-04
7809,0.010101799553058734,Roberto Bonilla,El Chucky,bantamweight,37,35%,234,orthodox,1998-01-06
12007,0.010101799553058732,Jose de Paula,NA,featherweight,40,15%,293,orthodox,1969-05-22
134746,0.010101799553058732,Ruben Eduardo Acosta,Siru,light heavyweight,53,23%,369,orthodox,2002-04-12
2597,0.010101799553058732,Gaetan Hart,NA,lightweight,92,27%,682,orthodox,1972-12-06
6155,0.010101799553058732,Egerton Marcus,Egerton Emba,light heavyweight,22,55%,125,NA,1989-04-14
7761,0.010101799553058732,Ezequiel Paixao,NA,cruiserweight,36,58%,210,orthodox,1989-05-01
2681,0.01010179955305873,Rafael Solis,NA,lightweight,47,43%,250,southpaw,1974-07-31
6683,0.01010179955305873,Duran Williams,George Duran,light heavyweight,19,58%,102,NA,1989-08-03
10288,0.010101799553058729,Chang-Kil Lee,NA,super lightweight,30,43%,249,NA,1970-01-10
171504,0.010101799553058729,Daigo Nakahiro,NA,super flyweight,30,33%,184,orthodox,2001-09-16
204754,0.010101799553058729,Rey Bautista,Boom-Boom,super featherweight,39,64%,210,orthodox,2003-06-12
34277,0.010101799553058729,Eddie Chambers,Fast,heavyweight,47,49%,299,orthodox,2000-12-29
45687,0.010101799553058729,Jaime Valladares,Chico de Oro,lightweight,74,43%,532,NA,1952-02-12
8118,0.010101799553058729,Wolf Tokimitsu,NA,minimumweight,23,48%,128,orthodox,1994-10-30
9384,0.010101799553058729,Zora Folley,NA,heavyweight,96,46%,668,orthodox,1953-09-22
108609,0.010101799553058727,Angky Angkotta,Time Bomb,super bantamweight,43,33%,303,orthodox,2001-01-09
14560,0.010101799553058727,Kali Meehan,NA,heavyweight,48,67%,204,orthodox,1997-05-25
110030,0.010101799553058725,Federico Catubay,Magnifico,bantamweight,48,27%,354,orthodox,2001-04-26
4584,0.010101799553058725,Joe Hipp,The Boss / Indian,heavyweight,50,58%,230,southpaw,1987-08-29
6527,0.010101799553058725,Victor Hugo Paz,El Gaucho Salteño,super featherweight,128,21%,1078,orthodox,1989-03-31
8796,0.010101799553058725,Singprasert Kittikasem,NA,minimumweight,14,43%,66,NA,1988-11-10
168,0.010101799553058724,Ken Norton,NA,heavyweight,50,66%,314,orthodox,1967-11-14
44617,0.010101799553058724,Yu Kasahara,NA,super bantamweight,22,45%,154,orthodox,1975-05-19
7281,0.010101799553058724,Robert Koon,Robert James Koon,middleweight,38,29%,228,orthodox,1994-06-13
13464,0.01010179955305872,Shannan Taylor,Bulli Blaster,welterweight,65,57%,396,orthodox,1992-07-10
13583,0.01010179955305872,Jae-Won Kim,NA,minimumweight,24,25%,168,orthodox,1995-12-13
4600,0.01010179955305872,Roger Bonine,NA,lightweight,22,45%,87,NA,1990-09-21
487447,0.01010179955305872,Luis Carrillo,Mosquito,super flyweight,27,56%,80,orthodox,2009-03-06
212248,0.010101799553058717,Chris Arreola,The Nightmare,heavyweight,44,70%,201,orthodox,2003-09-05
394017,0.010101799553058715,Johnny Garcia,Laberinto,super flyweight,24,38%,136,orthodox,2007-05-17
5414,0.010101799553058715,Eduardo Nazario,NA,flyweight,19,47%,87,NA,1989-11-01
25323,0.010101799553058713,Robbie Williams,NA,heavyweight,23,48%,104,NA,1977-08-19
3991,0.010101799553058713,Rodney Moore,Rockin',welterweight,50,40%,311,orthodox,1983-05-26
658330,0.010101799553058713,Vic Saludar,Vicious,minimumweight,16,56%,72,orthodox,2013-07-13
7018,0.010101799553058713,Remigio Daniel Molina,NA,super bantamweight,47,30%,332,southpaw,1993-11-12
18712,0.010101799553058712,Thomas Americo,NA,super lightweight,13,15%,134,NA,1980-04-19
245742,0.01010179955305871,Mehdi Bouadla,The brave heart,super middleweight,37,30%,211,orthodox,2003-10-15
4741,0.01010179955305871,Reggie Strickland,Reggie Buse/Raglin,middleweight,363,4%,2033,orthodox,1987-01-06
9100,0.010101799553058708,Cosme Rivera,Chino,super lightweight,69,41%,515,orthodox,1993-01-01
6404,0.010101799553058706,Jun Arlos,NA,flyweight,59,29%,490,orthodox,1993-09-25
21827,0.010101799553058705,Efrem Calamati,NA,super lightweight,39,44%,254,orthodox,1985-07-06
378635,0.010101799553058705,Daulis Prescott,NA,lightweight,39,59%,157,orthodox,2006-11-24
4726,0.010101799553058705,Fidel Avendano,El Negro,lightweight,62,45%,399,orthodox,1988-03-26
23638,0.010101799553058698,Ould Makloufi,NA,lightweight,56,36%,393,orthodox,1966-03-27
14380,0.010101799553058696,Wethya Sakmuangklang,Foijan Prawet,featherweight,83,55%,429,southpaw,1993-08-15
629462,0.010101799553058694,Dominic Breazeale,Trouble,heavyweight,19,84%,69,orthodox,2012-11-09
15203,0.01010179955305869,Morrade Hakkar,NA,middleweight,48,52%,327,orthodox,1992-10-31
445640,0.01010179955305869,Atsushi Kakutani,NA,flyweight,25,48%,98,orthodox,2008-02-29
47436,0.010101799553058686,Sakad Petchyindee,NA,lightweight,14,64%,69,NA,1977-11-10
1924,0.010101799553058679,Manuel Gomez,Shotgun,super welterweight,44,43%,275,orthodox,1988-07-15
236337,0.010101799553058528,Czar Amonsot,Czar Of Bohol,super lightweight,40,55%,236,southpaw,2004-01-18
3064,0.010101799553058528,Javier Osvaldo Alvarez,El Vikingo,super featherweight,46,35%,309,orthodox,1998-07-25
505722,0.010101799553058524,Manuel Vides,El Nivelador,featherweight,23,48%,107,orthodox,2009-07-24
334763,0.01010179955305852,Robin Krasniqi,NA,super middleweight,51,33%,283,orthodox,2005-10-20
12010,0.010101799553058519,Jose Caba,Papalán,featherweight,35,57%,190,orthodox,1978-02-09
51299,0.010101799553058519,Rigoberto Marcano,NA,light flyweight,26,46%,188,orthodox,1973-11-10
140453,0.010101799553058515,Rexon Flores,The Tank,flyweight,32,22%,218,orthodox,2001-04-21
14751,0.010101799553058512,Alejandro Lakatos,NA,light heavyweight,38,61%,201,orthodox,1997-04-25
4963,0.010101799553058512,Mehdi Labdouni,NA,featherweight,53,38%,321,NA,1987-10-23
14677,0.01010179955305851,Eiichi Sugama,NA,featherweight,31,61%,174,orthodox,1996-04-06
25178,0.01010179955305851,Joaquin Gallardo,Killer,welterweight,31,23%,209,orthodox,1997-09-19
3760,0.01010179955305851,Guy Waters,Arc Angel,light heavyweight,33,33%,244,orthodox,1985-03-04
6558,0.01010179955305851,Boy Aruan,NA,super flyweight,34,18%,241,southpaw,1988-12-03
8752,0.01010179955305851,Ferid Ben Jeddou,NA,flyweight,30,60%,137,southpaw,1990-11-16
13375,0.010101799553058509,Vonzell Johnson,NA,light heavyweight,25,44%,173,NA,1974-11-12
5049,0.010101799553058509,Rafael Caban,NA,flyweight,22,50%,129,NA,1981-11-21
3536,0.010101799553058507,David Izegwire,NA,cruiserweight,25,80%,79,orthodox,1990-09-08
2522,0.010101799553058505,Melvin Paul,Tank,lightweight,30,43%,193,NA,1980-09-23
22610,0.010101799553058503,Petr Petrov,Zar,lightweight,45,42%,265,orthodox,2000-11-10
37324,0.010101799553058503,Whyber Garcia,NA,featherweight,32,47%,180,orthodox,2001-03-31
382375,0.010101799553058503,Carlos Rueda,Rapidito,super bantamweight,40,43%,214,orthodox,2007-01-13
40875,0.010101799553058503,Emmanuel Otti,NA,middleweight,38,29%,273,orthodox,1981-12-07
7050,0.010101799553058503,Aristead Clayton,NA,super bantamweight,26,42%,186,orthodox,1993-11-30
437195,0.010101799553058502,Liam Walsh,'Destiny',super featherweight,22,64%,139,southpaw,2008-02-02
5252,0.010101799553058502,Azadin Anhar,NA,light flyweight,26,15%,207,NA,1985-05-03
12636,0.0101017995530585,Fernando Cabanela,NA,bantamweight,49,20%,439,orthodox,1964-03-20
2148,0.0101017995530585,Oba Carr,Motor City,welterweight,61,51%,387,orthodox,1989-12-22
529630,0.0101017995530585,Bryant Jennings,By-By,heavyweight,21,48%,121,orthodox,2010-02-26
2430,0.010101799553058498,Jerry Martin,The Bull,light heavyweight,32,53%,209,orthodox,1976-02-25
34723,0.010101799553058498,Putt Ohyuthanakorn,NA,light flyweight,33,45%,171,NA,1983-10-29
6090,0.010101799553058498,Eric Griffin,NA,light flyweight,20,65%,102,southpaw,1992-10-21
1278,0.010101799553058496,Rafael Orozco,NA,light flyweight,55,27%,327,southpaw,1988-06-24
25299,0.010101799553058496,Nika Khumalo,NA,lightweight,48,40%,323,orthodox,1982-09-02
11416,0.010101799553058495,Bennie Briscoe,Bad Bennie,middleweight,96,55%,660,orthodox,1962-09-10
443616,0.010101799553058495,Marvin Mabait,Chavacano Disaster,super flyweight,24,54%,108,southpaw,2008-02-23
767,0.010101799553058495,Javier Lucas,NA,flyweight,64,59%,348,southpaw,1979-12-22
3683,0.010101799553058491,Thanomsak Sithbaobay,NA,super flyweight,62,53%,351,NA,1985-06-10
5847,0.010101799553058491,Michael Grant,Big,heavyweight,55,65%,287,orthodox,1994-07-21
107607,0.01010179955305849,Al Seeger,The Quiet Storm,super bantamweight,33,67%,167,orthodox,2002-04-27
1652,0.01010179955305849,Mike Peak,NA,light heavyweight,40,25%,298,orthodox,1986-10-28
4110,0.01010179955305849,Joon Huh,NA,bantamweight,31,65%,126,orthodox,1984-07-20
65744,0.01010179955305849,Derrik Holmes,NA,featherweight,21,52%,98,NA,1978-06-28
6948,0.01010179955305849,Carlos Barreto,NA,super bantamweight,16,56%,92,southpaw,1996-09-21
8672,0.01010179955305849,Eddie Taylor,Young Joe Louis,heavyweight,50,36%,275,NA,1975-08-29
2351,0.010101799553058488,Javier Marquez,Changuita,featherweight,66,32%,497,southpaw,1980-11-17
5457,0.010101799553058488,Juvenal Berrio,El Zulú,bantamweight,39,36%,226,orthodox,1987-10-30
7178,0.010101799553058488,Jorge Barrera,NA,super flyweight,31,26%,182,orthodox,1989-12-12
12682,0.010101799553058486,Johnny Bizzarro,NA,lightweight,68,35%,466,NA,1958-11-20
14997,0.010101799553058486,Phillip Ndou,The Time Bomb,welterweight,42,81%,190,orthodox,1997-09-11
16512,0.010101799553058486,Lucio Omar Lopez,Metrelleta,bantamweight,57,37%,457,orthodox,1983-03-12
382179,0.010101799553058486,Cedric Agnew,NA,light heavyweight,31,48%,149,southpaw,2007-01-13
46807,0.010101799553058486,Chung Il Choi,NA,super featherweight,16,81%,72,orthodox,1979-05-20
5568,0.010101799553058486,Mark Cameron,NA,middleweight,24,50%,108,NA,1989-03-15
6765,0.010101799553058486,Pablo Osuna,El Zurdo,super bantamweight,29,31%,194,southpaw,1991-02-01
1262,0.010101799553058484,Wilfredo Vargas,NA,super bantamweight,40,45%,162,southpaw,1987-06-06
2463,0.010101799553058484,Gerry Cooney,Gentleman,heavyweight,31,77%,113,orthodox,1977-02-15
34028,0.010101799553058484,Carlos Ruben Canete,NA,super featherweight,93,58%,638,orthodox,1962-02-02
4635,0.010101799553058484,Samuel Duran,NA,super featherweight,100,35%,785,orthodox,1987-01-24
2516,0.010101799553058483,James Busceme,Bubba,lightweight,36,67%,216,southpaw,1974-06-17
4128,0.010101799553058483,Darryl Fromm,NA,middleweight,29,34%,153,NA,1983-01-09
6649,0.010101799553058483,Jackie Gunguluza,NA,featherweight,48,40%,339,orthodox,1986-06-28
12186,0.01010179955305848,Deuk-Koo Kim,Deukoo Kim,lightweight,20,40%,122,southpaw,1978-12-07
16682,0.01010179955305848,Lamont Pearson,Bay,super featherweight,28,43%,175,NA,1998-06-18
469544,0.01010179955305848,Matt Korobov,NA,middleweight,28,50%,148,southpaw,2008-11-01
52622,0.010101799553058479,Hidekazu Akai,Rocky,super lightweight,21,76%,79,orthodox,1980-09-18
637,0.010101799553058479,James Kinchen,The Heat,middleweight,60,57%,380,NA,1980-08-08
8786,0.010101799553058479,Carlos Alberto Rodriguez,NA,light flyweight,29,55%,141,orthodox,1984-02-15
1168,0.010101799553058477,Jerome Coffee,Kid,bantamweight,49,39%,347,orthodox,1980-10-23
2355,0.010101799553058477,Hurricane Teru,Shunzo Terukina,bantamweight,51,29%,359,orthodox,1970-09-23
310668,0.010101799553058477,Isaac Ekpo,Grenade,super middleweight,34,71%,211,NA,2005-04-16
54180,0.010101799553058477,Omar Soto,Lobito,super flyweight,37,41%,222,orthodox,2000-05-06
5556,0.010101799553058477,Dan Ward,Pastor,heavyweight,49,31%,230,NA,1989-07-11
7430,0.010101799553058477,Everardo Morales,El Zihua,flyweight,54,43%,369,orthodox,1995-02-25
1724,0.010101799553058476,Jaffa Ballogou,African Assassin,super middleweight,56,71%,262,southpaw,1988-12-10
2203,0.010101799553058476,Mustafa Wasajja,NA,light heavyweight,28,21%,192,southpaw,1977-03-31
23651,0.010101799553058476,Socrates Batoto,Bat Socrates,bantamweight,32,25%,224,orthodox,1969-06-10
31938,0.010101799553058476,Rene Roque,NA,lightweight,70,10%,661,NA,1963-09-06
1721,0.010101799553058474,Derrick McGuire,Dynamite,super lightweight,33,21%,195,NA,1982-12-11
44812,0.010101799553058474,Elmer Magallano,NA,flyweight,16,13%,143,NA,1982-01-29
6310,0.010101799553058474,Gilberto Gonzalez,Tico,super flyweight,26,73%,106,orthodox,1990-08-25
6992,0.010101799553058474,Joel Perez,NA,lightweight,43,47%,219,NA,1992-08-10
14302,0.010101799553058472,Hussein Hussein,Hussy,flyweight,36,67%,172,orthodox,1998-02-20
20325,0.010101799553058472,Charley Shipes,NA,welterweight,54,44%,349,orthodox,1960-10-11
287895,0.010101799553058472,Bobby Gunn,The Celtic Warrior,heavyweight,31,61%,101,orthodox,1989-04-28
520874,0.010101799553058472,Alberto Guevara,Metro,super bantamweight,27,33%,156,orthodox,2009-11-27
34266,0.01010179955305847,Gerardo Espinoza,Locomotora,super bantamweight,43,63%,195,orthodox,1997-02-10
6226,0.01010179955305847,Mzukisi Marali,NA,flyweight,22,45%,130,NA,1993-12-12
71980,0.01010179955305847,Carlos Fajardo,NA,flyweight,25,40%,139,southpaw,1998-10-30
3643,0.010101799553058469,Gabriel Castro,NA,super lightweight,27,4%,192,southpaw,1990-06-21
37886,0.010101799553058469,Muhammadqodir Abdullaev,NA,super lightweight,25,56%,136,orthodox,2001-04-06
46478,0.010101799553058469,Jorge Monsalvo,NA,featherweight,35,74%,147,orthodox,1992-09-19
9378,0.010101799553058469,Doug Jones,NA,heavyweight,41,49%,289,orthodox,1958-08-22
333576,0.010101799553058467,Gennady Martirosyan,NA,middleweight,26,42%,157,orthodox,2005-09-30
6706,0.010101799553058467,Manuel Calvo,Jr.,featherweight,46,35%,317,orthodox,1992-06-11
768,0.010101799553058467,Willie Edwards,Sandman,light heavyweight,32,63%,169,orthodox,1981-06-21
161093,0.010101799553058465,Francisco Moreno,Paticas,super lightweight,9,22%,75,NA,1976-08-29
2096,0.010101799553058465,Juan Antonio Lopez,NA,super bantamweight,83,55%,572,orthodox,1971-10-01
44810,0.010101799553058465,Maurizio Lupino,NA,bantamweight,30,17%,202,orthodox,1981-03-13
8834,0.010101799553058465,Jose Mario Lopez,NA,featherweight,54,31%,438,NA,1980-08-08
22513,0.010101799553058463,Rudy Koopmans,NA,light heavyweight,47,64%,294,orthodox,1972-12-08
261861,0.010101799553058463,Sebastian Zbik,NA,middleweight,32,31%,230,orthodox,2004-07-17
4800,0.010101799553058463,Seung-Koo Lee,NA,super flyweight,23,57%,140,orthodox,1988-10-09
489937,0.010101799553058463,Jarrod Fletcher,Left Jab,middleweight,21,48%,134,orthodox,2009-06-19
502699,0.010101799553058463,Felix Diaz,NA,super lightweight,21,43%,125,southpaw,2009-06-29
7868,0.010101799553058463,Oscar Maldonado,NA,bantamweight,28,50%,114,orthodox,1992-09-09
102266,0.010101799553058462,Teruo Misawa,NA,minimumweight,27,26%,168,orthodox,1998-10-03
3546,0.010101799553058462,Tim Driscoll,NA,featherweight,22,9%,160,NA,1986-09-08
4879,0.010101799553058462,Barry Jones,NA,super featherweight,20,0%,135,NA,1992-10-28
5558,0.010101799553058462,Andrey Rudenko,NA,cruiserweight,12,50%,52,NA,1990-02-10
577841,0.010101799553058462,Hugo Hernan Verchelli,El Tano,flyweight,15,40%,66,southpaw,2011-07-30
7917,0.010101799553058462,David Sample,NA,lightweight,37,27%,244,southpaw,1989-12-11
11134,0.01010179955305846,Andres Hernandez,Puppy,flyweight,49,29%,332,NA,1969-06-22
11414,0.01010179955305846,Tony Mundine,NA,middleweight,96,67%,576,orthodox,1969-03-05
1608,0.01010179955305846,Frankie Swindell,The Tennessee Stud / Fearless,light heavyweight,66,42%,393,orthodox,1985-12-14
367962,0.01010179955305846,Ardin Diale,The Jackal,flyweight,47,32%,321,orthodox,2006-08-11
488041,0.01010179955305846,Miguel Zamudio,Mikol (Michael),lightweight,49,47%,221,NA,2009-03-14
492351,0.01010179955305846,Mauricio Fuentes,Champeta,super flyweight,28,43%,106,orthodox,2009-04-17
52621,0.01010179955305846,Masahiro Yogai,NA,lightweight,24,54%,178,orthodox,1975-01-10
5547,0.01010179955305846,Alessandro Duran,NA,welterweight,63,25%,497,orthodox,1983-07-09
617400,0.01010179955305846,Emmanuel de Jesus,Pirata,super welterweight,19,63%,71,orthodox,2012-08-31
6448,0.01010179955305846,Reinaldo Gimenez,NA,cruiserweight,30,53%,139,orthodox,1987-10-23
7504,0.01010179955305846,Ahmed Santos,NA,super lightweight,37,43%,220,NA,1992-10-02
96427,0.01010179955305846,Teppei Kikui,Salaryman Teppei,super flyweight,38,11%,254,orthodox,1997-04-13
12188,0.010101799553058458,Orlando Romero,Romerito,lightweight,39,31%,300,southpaw,1979-02-24
4236,0.010101799553058458,Rafael Zuniga,NA,featherweight,34,47%,181,orthodox,1984-10-26
49188,0.010101799553058458,Jose Severino,NA,bantamweight,35,29%,266,NA,1963-11-04
63481,0.010101799553058458,Gerardo Verde,Diablito,light flyweight,26,54%,155,orthodox,2001-09-04
9502,0.010101799553058458,Enrique Garcia,Negro,super featherweight,38,26%,265,orthodox,1965-09-11
1038,0.010101799553058457,Rufino Angulo,NA,light heavyweight,45,31%,294,NA,1978-11-24
10865,0.010101799553058457,Mark Tessman,NA,light heavyweight,36,25%,280,NA,1966-04-01
1170,0.010101799553058457,Domingo Sosa,NA,flyweight,33,58%,202,NA,1989-05-04
32819,0.010101799553058457,Junichi Ebisuoka,NA,bantamweight,48,21%,320,orthodox,1998-12-22
3605,0.010101799553058457,Felix Marti,NA,flyweight,39,5%,233,orthodox,1983-08-12
4249,0.010101799553058457,Eduardo Garcia,Lalo/Bambino,super bantamweight,40,35%,221,orthodox,1999-07-16
44606,0.010101799553058457,Chan-Mok Park,NA,featherweight,13,0%,118,NA,1986-06-14
506,0.010101799553058457,Frankie Warren,Panchito,super lightweight,32,63%,198,orthodox,1982-10-09
59772,0.010101799553058457,Gerardo Martinez,NA,bantamweight,32,47%,185,orthodox,1985-12-05
6746,0.010101799553058457,Ancee Gedeon,NA,bantamweight,25,20%,154,orthodox,1990-03-08
16932,0.010101799553058455,Lester Fuentes,Patito,super bantamweight,18,78%,81,orthodox,1997-05-30
357244,0.010101799553058455,Tyson Cave,Prince of Hali,super featherweight,32,38%,211,southpaw,2006-06-17
4578,0.010101799553058455,Claudio Victor Martinet,NA,super featherweight,83,33%,587,southpaw,1986-02-21
4622,0.010101799553058455,Rudy Zavala,NA,featherweight,35,60%,193,NA,1990-03-26
61364,0.010101799553058455,Roy Doliguez,The Pilipino Badboy,bantamweight,46,24%,287,southpaw,2000-04-08
971,0.010101799553058455,Dadoy Andujar,Dio,super bantamweight,55,31%,407,orthodox,1984-04-22
7708,0.010101799553058453,Jose Laureano,NA,light flyweight,35,26%,235,NA,1994-02-26
95047,0.010101799553058453,Richard Gutierrez,La Lámina,middleweight,50,38%,320,orthodox,2001-12-15
1970,0.010101799553058451,Courtney Hooper,Dangerous,super lightweight,34,59%,167,orthodox,1985-01-31
29366,0.010101799553058451,Eric Aiken,Mighty Mouse,featherweight,29,41%,125,orthodox,2001-01-12
387211,0.010101799553058451,Serge Yannick,NA,super middleweight,21,33%,141,orthodox,2007-03-07
48618,0.010101799553058451,Joey Jacobs,NA,lightweight,15,13%,107,NA,1986-10-07
58328,0.010101799553058451,Angel Granados,Flash,lightweight,30,27%,170,orthodox,1997-10-25
6338,0.010101799553058451,Juan Camero,NA,super flyweight,32,13%,118,orthodox,1983-06-07
6632,0.010101799553058451,Tony LaRosa,The Rock,heavyweight,55,33%,224,orthodox,1988-09-06
6645,0.010101799553058451,Hugo Pineda,NA,super lightweight,46,61%,242,southpaw,1991-02-22
9083,0.010101799553058451,Charles Shufford,NA,heavyweight,29,31%,181,orthodox,1996-11-30
11459,0.01010179955305845,Matt Donovan,NA,welterweight,45,20%,327,orthodox,1965-04-09
13114,0.01010179955305845,Terry Downes,NA,middleweight,44,64%,280,orthodox,1957-04-09
16981,0.01010179955305845,Maxim Nesterenko,NA,welterweight,61,46%,381,orthodox,1991-08-17
18713,0.01010179955305845,Jo Kimpuani,NA,super lightweight,65,57%,370,orthodox,1971-11-06
223045,0.01010179955305845,Herman Ngoudjo,Black Panther,super lightweight,22,45%,176,orthodox,2003-11-22
23650,0.01010179955305845,Gilberto Illueca,Momo,bantamweight,35,11%,262,NA,1969-02-14
306377,0.01010179955305845,Mickey Bey,The Spirit,lightweight,26,38%,150,orthodox,2005-04-29
3979,0.01010179955305845,Diego Avila,NA,flyweight,70,19%,590,NA,1980-08-02
50122,0.01010179955305845,Ramon Antonio Nery,Sordito,flyweight,24,75%,105,NA,1980-06-17
544,0.01010179955305845,David Braxton,Machine Gun,super welterweight,43,63%,239,orthodox,1978-08-03
556870,0.01010179955305845,Nawaphon Kaikanha,Nawaphon Por Chokchai,flyweight,37,76%,174,orthodox,2010-12-24
18711,0.010101799553058448,Obisia Nwankpa,NA,super lightweight,29,55%,207,southpaw,1977-11-16
34598,0.010101799553058448,Eduardo Tunon,NA,light flyweight,20,40%,101,NA,1984-06-30
4246,0.010101799553058448,Fernando Ramos,El Fer,lightweight,11,9%,58,NA,1988-06-10
44630,0.010101799553058448,Prayurasak Muangsurin,NA,super bantamweight,28,50%,150,NA,1982-05-02
60815,0.010101799553058448,Nobuto Ikehara,NA,bantamweight,33,58%,204,orthodox,1998-05-19
9038,0.010101799553058448,Floyd Patterson,NA,heavyweight,64,63%,419,orthodox,1952-09-12
96512,0.010101799553058448,Diego De Villa,NA,bantamweight,36,8%,324,NA,1978-05-13
12541,0.010101799553058446,Adolph Pruitt,NA,welterweight,58,52%,370,NA,1961-12-29
1596,0.010101799553058446,Bert Cooper,Smokin',heavyweight,64,48%,354,orthodox,1984-09-11
24120,0.010101799553058446,Raimundo Dias,NA,lightweight,42,36%,258,NA,1964-10-01
34362,0.010101799553058446,Saohin Srithai Condo,Saohin Sorthanikul,bantamweight,65,52%,375,NA,1992-12-20
446079,0.010101799553058446,Jose Daniel Ruiz,Cañerito,super welterweight,47,51%,214,orthodox,2007-08-17
11511,0.010101799553058444,Bernardo Caraballo,NA,bantamweight,101,37%,733,NA,1960-11-15
8656,0.010101799553058444,Johnny Du Plooy,NA,heavyweight,33,67%,171,orthodox,1985-04-27
10277,0.010101799553058443,Enrique Jana,NA,lightweight,69,17%,616,NA,1962-02-09
14301,0.010101799553058443,Adam Watt,NA,cruiserweight,18,78%,51,orthodox,1996-11-22
1576,0.010101799553058443,Seung-Soon Lee,NA,welterweight,35,66%,171,NA,1979-11-21
1810,0.010101799553058443,Jaji Sibali,NA,flyweight,32,44%,257,orthodox,1986-09-13
343070,0.010101799553058443,Alexander Alekseev,NA,cruiserweight,28,71%,135,southpaw,2006-01-07
5102,0.010101799553058443,Charlie Brown,White Lightning,lightweight,42,50%,234,orthodox,1982-09-21
6054,0.010101799553058443,Harold Miller,NA,lightweight,50,32%,301,orthodox,1988-11-11
7321,0.010101799553058443,Mike Trejo,Night Train,flyweight,33,52%,176,NA,1995-05-24
1019,0.010101799553058441,Juan Domingo Roldan,Martillo,middleweight,75,63%,445,orthodox,1978-12-08
20534,0.010101799553058441,Milton Guest,Mad Dog,super lightweight,20,75%,82,orthodox,1981-04-10
285300,0.010101799553058441,Konosuke Tomiyama,NA,super flyweight,33,24%,207,orthodox,2004-02-23
3750,0.010101799553058441,David Telesco,NA,light heavyweight,39,64%,195,orthodox,1991-01-13
5344,0.010101799553058441,Toto Pongsawang,NA,bantamweight,13,23%,98,NA,1992-10-03
6214,0.010101799553058441,Orlando Tobon,NA,super flyweight,27,52%,145,orthodox,1991-02-22
8446,0.010101799553058441,Tae Jin Moon,NA,super featherweight,32,47%,222,southpaw,1977-07-21
15935,0.01010179955305844,Bunny Grant,NA,lightweight,72,19%,681,NA,1958-07-12
17784,0.01010179955305844,Stjepan Bozic,NA,light heavyweight,40,48%,208,orthodox,2000-09-16
22638,0.01010179955305844,John Odhiambho,NA,cruiserweight,25,56%,159,NA,1980-06-12
2272,0.01010179955305844,Jose Felix Uziga,NA,bantamweight,25,40%,219,orthodox,1977-09-02
3282,0.01010179955305844,David Kamau,NA,welterweight,34,65%,173,orthodox,1990-03-27
